molecule_chembl_id,canonical_smiles,log_IC50,activity_class,mol,MW,LogP,HBD,HBA
CHEMBL248605,CC(C(=O)OCc1ccccc1)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2c1,4.698970004336019,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7a70>,640.0010000000002,8.569400000000002,0,4
CHEMBL249202,CCCCCCCCN(c1ccc(OCC(=O)O)cc1)S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.707743928643524,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7ae0>,555.5370000000003,6.743400000000006,1,4
CHEMBL249202,CCCCCCCCN(c1ccc(OCC(=O)O)cc1)S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.3979400086720375,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7b50>,555.5370000000003,6.743400000000006,1,4
CHEMBL249201,CCCCCCCCN(c1ccc(OCC(=O)OC(C)(C)C)cc1)S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.3979400086720375,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7bc0>,611.6450000000003,8.000500000000008,0,5
CHEMBL248802,CC(C)(C)OC(=O)COc1ccc(NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,4.3979400086720375,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7c30>,499.4290000000001,5.245500000000004,1,5
CHEMBL62136,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,4.3979400086720375,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7ca0>,481.33599999999996,4.756400000000003,1,3
CHEMBL248605,CC(C(=O)OCc1ccccc1)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2c1,4.3979400086720375,inactive,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7d10>,640.0010000000002,8.569400000000002,0,4
CHEMBL251218,CCOc1ccc(CN([C@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Br)cc2)cc1,5.468521082957745,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7d80>,481.4120000000001,3.7074000000000025,1,4
CHEMBL250410,COc1ccc(CN([C@@H]2CCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F,6.6020599913279625,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7df0>,426.89700000000005,2.957200000000001,1,4
CHEMBL248806,COc1ccc(CN(C2CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F,5.958607314841775,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7e60>,412.8700000000001,2.567100000000001,1,4
CHEMBL400580,O=C(O)CCCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,5.4089353929735005,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7ed0>,402.9000000000001,2.2543000000000006,2,4
CHEMBL249824,O=C1NCCCC[C@H]1N(CCCCCl)S(=O)(=O)c1ccc(Cl)cc1,6.823908740944319,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbf7f40>,393.3360000000001,3.0184000000000015,1,3
CHEMBL249823,N#CCCCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,6.7447274948966935,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8040>,383.90100000000007,2.6932800000000006,1,4
CHEMBL400166,O=C1NCCCC[C@H]1N(CCCC(F)(F)F)S(=O)(=O)c1ccc(Cl)cc1,6.481486060122113,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc80b0>,412.8610000000001,3.3419000000000025,1,3
CHEMBL249822,O=C1NCCCC[C@H]1N(CCCCCCCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,6.0,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8120>,491.0970000000001,5.582700000000006,1,3
CHEMBL249619,O=C1NCCCC[C@H]1N(CCCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,6.327902142064283,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8190>,434.98900000000015,4.022300000000003,1,3
CHEMBL399992,O=C1NCCCC[C@H]1N(CCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,7.173925197299173,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8200>,420.9620000000001,3.6322000000000028,1,3
CHEMBL249617,O=C1NCCCC[C@H]1N(CCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,5.958607314841775,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8270>,406.9350000000002,3.2421000000000015,1,3
CHEMBL249425,CC(C)CCCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,7.070581074285707,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc82e0>,400.9720000000001,3.825700000000003,1,3
CHEMBL400941,CCCCCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,6.958607314841775,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8350>,386.94500000000005,3.5797000000000025,1,3
CHEMBL249424,CC(C)CCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,6.2076083105017466,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc83c0>,372.9180000000001,3.0455000000000005,1,3
CHEMBL436642,CCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,5.853871964321762,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8430>,344.86400000000003,2.4094000000000007,1,3
CHEMBL249423,CC(c1ccc(F)cc1)N([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,5.346787486224656,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc84a0>,424.92500000000007,3.899700000000002,1,3
CHEMBL249219,COc1ccc(C(C)N([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,6.161150909262744,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8510>,436.9610000000001,3.7692000000000023,1,4
CHEMBL400940,O=C1NCCCC[C@H]1N(Cc1ccc(Cl)nc1)S(=O)(=O)c1ccc(Cl)cc1,7.568636235841013,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8580>,428.3410000000001,3.248000000000002,1,4
CHEMBL249217,O=C1NCCCC[C@H]1N(Cc1ccncc1)S(=O)(=O)c1ccc(Cl)cc1,6.468521082957745,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc85f0>,393.8960000000002,2.5946,1,4
CHEMBL400126,O=C1NCCCC[C@H]1N(Cc1cccnc1)S(=O)(=O)c1ccc(Cl)cc1,6.920818753952375,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8660>,393.8960000000002,2.5946000000000007,1,4
CHEMBL249019,O=C1NCCCC[C@H]1N(Cc1ccccn1)S(=O)(=O)c1ccc(Cl)cc1,6.337242168318426,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc86d0>,393.8960000000002,2.5946000000000007,1,4
CHEMBL436834,O=C1NCCCC[C@H]1N(Cc1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,7.173925197299173,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8740>,428.88800000000015,3.477800000000002,1,3
CHEMBL249018,COc1cc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc(OC)c1,6.886056647693163,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc87b0>,452.96000000000015,3.216800000000002,1,5
CHEMBL398695,O=C1NCCCC[C@H]1N(Cc1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccc(Cl)cc1,6.259637310505756,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8820>,461.7980000000001,4.506400000000004,1,3
CHEMBL248822,O=C1NCCCC[C@H]1N(Cc1cc(F)cc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1,6.886056647693163,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8890>,478.8950000000001,4.3575000000000035,1,3
CHEMBL447186,O=C1NCCCC[C@H]1N(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)S(=O)(=O)c1ccc(Cl)cc1,6.180456064458132,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8900>,528.9020000000002,5.237200000000004,1,3
CHEMBL398495,COc1ccccc1CN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,6.086186147616283,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8970>,422.9340000000001,3.2082000000000015,1,4
CHEMBL248631,O=C1NCCCC[C@H]1N(Cc1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1,7.221848749616356,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc89e0>,460.9050000000001,4.2184000000000035,1,3
CHEMBL398280,N#Cc1cccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c1,7.1938200260161125,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8a50>,417.9180000000001,3.0712800000000016,1,4
CHEMBL251014,O=C1NCCCC[C@H]1N(Cc1cccc(F)c1)S(=O)(=O)c1ccc(Cl)cc1,7.5376020021010435,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8ac0>,410.89800000000014,3.338700000000002,1,3
CHEMBL251013,COc1cccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c1,7.031517051446065,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8b30>,422.9340000000001,3.2082000000000015,1,4
CHEMBL437967,O=C1NCCCC[C@H]1N(Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(Cl)cc1,7.823908740944319,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8ba0>,461.7980000000001,4.506400000000004,1,3
CHEMBL250820,COc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F,8.040958607678906,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8c10>,440.9240000000001,3.3473000000000015,1,4
CHEMBL250624,N#Cc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,7.3872161432802645,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8c80>,417.9180000000001,3.0712800000000007,1,4
CHEMBL399068,O=C1NCCCC[C@H]1N(Cc1ccc(S(=O)(=O)C(F)(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.6020599913279625,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8cf0>,524.9700000000001,3.4931000000000028,1,5
CHEMBL250422,O=C1NCCCC[C@H]1N(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.920818753952375,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8d60>,427.3530000000002,3.8530000000000024,1,3
CHEMBL400886,O=C1NCCCC[C@H]1N(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.481486060122112,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8dd0>,410.89800000000014,3.338700000000002,1,3
CHEMBL250217,O=C1NCCCC[C@H]1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.346787486224656,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8e40>,476.9040000000001,4.098200000000003,1,4
CHEMBL250201,O=C1NCCCC[C@H]1N(Cc1ccc(OC(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.7447274948966935,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8eb0>,458.9140000000001,3.801000000000003,1,4
CHEMBL398976,CCCCc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,7.119186407719209,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8f20>,449.0160000000001,4.542200000000004,1,3
CHEMBL250200,CN(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,7.958607314841775,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc8f90>,435.9770000000001,3.265600000000001,1,4
CHEMBL249999,CC(C)(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,7.886056647693163,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9000>,449.0160000000001,4.497100000000004,1,3
CHEMBL398975,O=C1NCCCC[C@H]1N(Cc1ccc(O)cc1)S(=O)(=O)c1ccc(Cl)cc1,8.301029995663981,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9070>,408.90700000000015,2.9052000000000007,2,4
CHEMBL248647,COc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,8.55284196865778,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc90e0>,422.9340000000001,3.2082000000000015,1,4
CHEMBL248646,O=C1NCCCC[C@H]1N(Cc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,7.187086643357144,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9150>,392.90800000000013,3.199600000000002,1,3
CHEMBL403788,O=C1NCCCC[C@H]1N(Cc1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.6777807052660805,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc91c0>,460.9050000000001,4.2184000000000035,1,3
CHEMBL401636,O=C1NCCCC[C@H]1N(Cc1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccc(F)cc1,7.6020599913279625,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9230>,444.4500000000001,3.704100000000002,1,3
CHEMBL412454,O=C1NCCCC[C@H]1N(Cc1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,6.7447274948966935,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc92a0>,426.4600000000001,3.565000000000002,1,3
CHEMBL251619,CCCc1ccc(S(=O)(=O)N(Cc2ccc(OCC)cc2)[C@@H]2CCCCNC2=O)cc1,5.113509274827518,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9310>,444.59700000000026,3.897400000000003,1,4
CHEMBL251417,CCOc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2cccs2)cc1,6.080921907623926,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9380>,408.5450000000001,3.006400000000001,1,5
CHEMBL251416,CCOc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,8.045757490560675,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc93f0>,436.9610000000001,3.598300000000002,1,4
CHEMBL251415,CCOc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(F)cc2)cc1,7.2441251443275085,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9460>,420.5060000000001,3.0840000000000014,1,4
CHEMBL401386,O=C1NCCCC[C@H]1N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,8.013228265733755,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc94d0>,436.91700000000014,2.928300000000001,1,5
CHEMBL251219,O=C1NCCCC[C@@H]1N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,5.494850021680094,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9540>,436.91700000000014,2.928300000000001,1,5
CHEMBL401385,CCOc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Br)cc2)cc1,7.886056647693163,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc95b0>,481.4120000000001,3.7074000000000025,1,4
CHEMBL248647,COc1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,8.619788758288394,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9620>,422.9340000000001,3.2082000000000015,1,4
CHEMBL250200,CN(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,8.10790539730952,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9690>,435.9770000000001,3.265600000000001,1,4
CHEMBL249494,CC(C)(CO)N1CCN(C(=O)CC2([C@H]3C[C@@H](O)C[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,8.09151498112135,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9700>,554.153,2.7180000000000017,2,6
CHEMBL249493,CC(C)(CO)N1CCN(C(=O)CC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,8.00436480540245,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9770>,538.1540000000001,3.747200000000003,1,5
CHEMBL399507,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3C[C@@H](O)C[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,8.2518119729938,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc97e0>,556.1249999999999,2.6903000000000006,2,7
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,7.935542010773082,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9850>,540.1260000000001,3.7195000000000027,1,6
CHEMBL249293,CC(C)[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.619788758288394,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc98c0>,542.1420000000003,3.965500000000003,1,6
CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.161150909262744,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9930>,528.1150000000004,3.7195000000000027,1,6
CHEMBL249292,C[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.311580177997289,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc99a0>,514.0880000000002,3.3294000000000024,1,6
CHEMBL249087,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](c4cc(F)cc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,8.356547323513812,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9a10>,612.1389999999999,4.960400000000005,1,6
CHEMBL401323,CC[C@@H]1C[C@@H](O)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.508498233762674,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9a80>,490.02200000000016,1.3790999999999993,2,7
CHEMBL249086,CC[C@@H]1C[C@H](O)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.811071516239147,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9af0>,490.02200000000016,1.3790999999999993,2,7
CHEMBL249085,CC[C@@H]1C[C@@H](OC)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.0,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9b60>,504.0490000000002,2.0332,1,7
CHEMBL438525,CC[C@@H]1C[C@H](OC)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.0,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9bd0>,504.0490000000002,2.0332,1,7
CHEMBL248880,CC(C)[C@@H]1CCC[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.985059650207063,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9c40>,488.0500000000002,2.654300000000001,1,6
CHEMBL401122,O=C(OC[C@H]1CCC[C@@H](C2CC2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,7.148130399270234,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9cb0>,486.0340000000003,2.4083000000000006,1,6
CHEMBL248879,CC[C@@H]1C[C@H](O)C[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.546681659952962,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9d20>,528.1150000000004,3.7195000000000027,1,6
CHEMBL248867,CC[C@@H]1C[C@@H](OC)C[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.0,weekly_active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9d90>,542.1420000000004,4.373600000000004,0,6
CHEMBL248866,CC[C@@H]1C[C@H](OC)C[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.106238237942057,active,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9e00>,542.1420000000004,4.373600000000004,0,6
CHEMBL248677,CC(C)[C@@H]1CCC[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.732828271596986,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9e70>,526.1430000000004,4.994700000000005,0,5
CHEMBL398430,O=C(OC[C@H]1CCC[C@@H](C2CC2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,8.2839966563652,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9ee0>,524.1270000000003,4.748700000000005,0,5
CHEMBL239629,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,8.602059991327963,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9f50>,584.085,4.1818000000000035,1,6
CHEMBL240070,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.920818753952375,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbc9fc0>,500.06100000000026,2.940900000000002,1,6
CHEMBL240069,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,7.568636235841013,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca030>,512.0720000000003,2.940900000000001,1,6
CHEMBL251856,C[C@H](CCCn1nnc(N(C)C)n1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,8.2518119729938,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca0a0>,513.4510000000002,3.602400000000002,1,7
CHEMBL252082,C[C@H](CCCn1cnnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,9.292429823902063,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca110>,470.3820000000002,3.536400000000002,1,6
CHEMBL253283,C[C@H](CCCNC=O)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,8.292429823902063,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca180>,445.36800000000005,3.5957000000000017,2,4
CHEMBL252052,C[C@H](CCCn1nnnc1N(C)C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,9.275724130399212,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca1f0>,513.4510000000002,3.602400000000002,1,7
CHEMBL404295,C[C@H](CCCn1nnnc1-c1ccccc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.823908740944319,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca260>,546.4800000000002,5.203400000000006,1,6
CHEMBL252051,Cc1nnnn1CCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,9.1249387366083,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca2d0>,484.4090000000002,3.844820000000003,1,6
CHEMBL265900,C[C@H](CCCn1nnc(-c2ccccc2)n1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.214670164989233,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca340>,546.4800000000002,5.203400000000006,1,6
CHEMBL404294,Cc1nnn(CCC[C@@H](C)N(c2cc(Cl)ccc2CO)S(=O)(=O)c2ccc(Cl)cc2)n1,8.214670164989233,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca3b0>,484.40900000000016,3.844820000000003,1,6
CHEMBL429838,C[C@H](CCCn1ncnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,8.920818753952375,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca420>,470.3820000000002,3.536400000000002,1,6
CHEMBL437405,C[C@H](CCCn1cncn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,8.318758762624412,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca490>,469.39400000000023,4.1414000000000035,1,5
CHEMBL252846,C[C@H](CCCn1ccnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,9.045757490560675,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca500>,469.39400000000023,4.1414000000000035,1,5
CHEMBL252645,C[C@H](CCCn1nccn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.920818753952375,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca570>,469.39400000000023,4.1414000000000035,1,5
CHEMBL403739,C[C@H](CCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.958607314841775,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca5e0>,468.4060000000002,4.746400000000005,1,4
CHEMBL252644,C[C@H](CCCn1cccn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.7447274948966935,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca650>,468.4060000000002,4.746400000000005,1,4
CHEMBL402022,C[C@H](CCCN1CCc2ccccc2C1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.075720713938118,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca6c0>,533.5210000000002,5.908000000000007,1,4
CHEMBL253042,C[C@H](CCCN1CCN(C)CC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,7.5376020021010435,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca730>,500.4920000000002,4.097100000000004,1,5
CHEMBL253041,C[C@H](CCCN1CCOCC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,8.508638306165727,potent,<rdkit.Chem.rdchem.Mol object at 0x7b341dbca7a0>,487.4490000000002,4.181900000000003,1,5
